기관명,기관구분,주소,홈페이지,latitude,longitude,전화번호
서울 선 정신건강의학과 의원,의원,경기도 화성시 동탄원천로 163 위너스타 4층 404호 (반송동),,37.2073717,127.0736899,031-8055-8073
서울W정신건강의학과의원,의원,서울특별시 금천구 가산디지털1로 181 가산 더블유센터 214호 (가산동),,37.4814161,126.880386,02-6281-6080
서울그린정신건강의학과의원,의원,"서울특별시 동대문구 망우로 123 5층 (휘경동, 휘경메디컬프라자)",,37.5917759,127.0664945,02-518-7973
서울다르크,정신재활시설,서울특별시 양천구 목동 중앙본로 7가길 19-7 다나네스트빌 103호,seouldarc.or.kr,37.5402193,126.8668794,전화번호 없음
서울대병원,기초정신건강복지센터,서울특별시 종로구 성균관로 15길 10,www.jongnomind.org,37.5900998,126.9976328,02-742-8126
서울대병원,기초정신건강복지센터,서울특별시 중구 서소문로 6길 16 3층,www.junggumind.or.kr,37.5594559,126.9661931,02-742-8126
서울대학교병원,국립,서울특별시 종로구 대학로 101,,37.5791563,126.9987965,031-712-5934
서울대학교병원,상급종합병원,서울특별시 종로구 대학로 101 (연건동),,37.5788356,127.0010432,031-712-5934
서울디딤정신건강의학과의원,의원,서울특별시 관악구 남부순환로 1905 2층 (봉천동),,37.4783273,126.96114,02-872-0673
서울마음숲정신건강의학과의원,의원,서울특별시 서초구 서초중앙로 148 김영학원사옥 204호 (서초동),,37.4950677,127.0136374,02-2038-3067
서울맑은 정신건강의학과의원,의원,경기도 동두천시 중앙로 126 생연프라자 3층 305호 (지행동),,37.892761,127.0525238,031-928-6656
서울명병원,병원,서울특별시 동대문구 고산자로 421 (용두동),,37.5773807,127.0379876,02-857-7412
서울봄정신건강의학과의원,의원,"서울특별시 양천구 목동중앙북로7가길 61 4층 (목동, 목동 RICH SQUARE)",,37.5497323,126.8641668,02-365-1334
서울성모정신건강의학과의원,의원,경기도 의정부시 시민로 119 2층 (의정부동),,37.7386543,127.0485691,02-522-0521
서울성모정신건강의학과의원,의원,"서울특별시 강남구 광평로56길 8-13 수서타워 302, 303호 (수서동)",,37.486738,127.1031323,02-522-0521
서울성심병원,종합병원,서울특별시 동대문구 왕산로 259 서울성심병원 (청량리동),,37.5841332,127.0498423,02-852-8575
서울송도병원,병원,"서울특별시 중구 다산로 78 (신당동, 송도병원)",,37.5511632,127.0081387,032-858-2255
서울송정신건강의학과의원,의원,"서울특별시 강서구 강서로 385 6층 604호 (마곡동, 우성에스비타워)",,37.5601106,126.8382926,02-2658-7891
서울수정신건강의학과의원,의원,"경기도 성남시 분당구 돌마로 67 402,403호 (금곡동, 금산젬월드)",,37.3504592,127.1095067,042-477-7585
서울수정신건강의학과의원,의원,대전광역시 서구 둔산남로 94 로고스빌딩 803호 (탄방동),,36.348726,127.3879455,042-477-7585
서울숲정신건강의학과의원,의원,전라북도 전주시 완산구 홍산로 250 404호 (효자동3가),,35.8160518,127.1064488,02-522-0521
서울시립 백암정신병원,공립,경기도 용인시 처인구 백암면 용천로71번길 30,,37.122066,127.3649519,031-332-3194
서울시립 영보정신요양원,정신요양시설,경기도 용인시 처인구 이동읍 이원로 483,www.yeongbo.or.kr,37.1692638,127.2399571,전화번호 없음
서울시자살예방센터,자살예방센터,"서울특별시 구로구 가마산로 272, 5층",suicide.or.kr,37.4958027,126.8906229,02-3458-1000
서울시청 보건의료정책과 ,보건소,"서울특별시 중구 세종대로 110, 4층 (덕수궁길 15) ",,37.5643082,126.9744408,전화번호 없음
서울아이정신건강의학과의원,의원,"경기도 수원시 영통구 봉영로 1605 (영통동, 모던타운 508호)",,37.2545286,127.0734498,031-203-4275
서울아이정신과의원,의원,"서울특별시 노원구 노해로 492 401호 (상계동, 프린스빌딩)",,37.6544405,127.0626886,031-203-4275
서울연정신건강의학과의원,의원,"서울특별시 양천구 오목로 300 206동 310호 (목동, 목동현대하이페리온2)",,37.5240958,126.8703699,02-2643-0006
서울우리아이정신건강의학과의원,의원,"서울특별시 광진구 강변역로4길 10 4층 (구의동, 강변역지너스타워)",,37.5353757,127.0934453,452-2100
서울우리집,정신재활시설,"서울특별시 강동구 상일로 25길 7-12, 201호",www.saramsarang.or.kr,37.5609688,127.1699144,070-8930-0391
서울윤정신건강의학과의원,의원,"서울특별시 중랑구 망우로 304 2층 203호 (상봉동, 상봉베스트원아파트)",,37.5960059,127.0864716,02-433-9400
서울의료원,광역정신건강복지센터,"서울특별시 종로구 동숭3길 40 일석기념관 3,4층",www.blutouch.net,37.5829047,127.0048191,02-593-8275
서울의료원,기초정신건강복지센터,서울특별시 중랑구 면목로238 중랑구민회관 1층,mind.jungnang.go.kr/mind/main.do,37.5737227,127.0847565,02-593-8275
서울적십자병원,공립,서울특별시 종로구 새문안로 9,,37.5673883,126.9669836,02-869-9455
서울적십자병원,종합병원,서울특별시 종로구 새문안로 9 적십자병원 (평동),,37.5671402,126.9670566,02-869-9455
서울정신건강의학과의원,의원,전라남도 영광군 영광읍 옥당로 153 3층,,35.275657,126.500922,031-203-4275
서울정신건강의학과의원,의원,"경기도 부천시 길주로 191 303호 (중동, 금영프라자)",,37.5051573,126.7638921,031-203-4275
서울정신건강의학과의원,의원,"경기도 부천시 경인로 190 205호 (심곡본동, 부천라비앙로제)",,37.4834025,126.7764915,031-203-4275
서울정신건강의학과의원,의원,"경기도 안산시 상록구 용신로 393 303호 (본오동, 청암빌딩)",,37.3018474,126.865907,031-203-4275
서울정신건강의학과의원,의원,"인천광역시 남동구 인하로489번길 28 501,502호 (구월동, 로데오플라자)",,37.4448537,126.7014932,031-203-4275
서울정신건강의학과의원,의원,대전광역시 서구 대덕대로 396 4층 (만년동),,36.3681978,127.3800028,031-203-4275
서울정신과의원,의원,"경기도 의정부시 청사로 41 301호 (금오동, 금오 삼성플라자)",,37.7519498,127.0697005,031-437-0413
서울정신요양원,정신요양시설,경기도 양주시 장흥면 가마골로 258번길122,www.seoul3300.or.kr,37.7412061,126.9838457,031-829-4627
서울지음정신건강의학과의원,의원,서울특별시 은평구 통일로 840 범서빌딩 3층 (불광동),,37.61861080000001,126.922168,02-421-1136
서울청정신건강의학과의원,의원,경기도 성남시 분당구 판교역로 152 알파돔타워Ⅲ 3층 3-2호 (백현동),,37.3942725,127.1103217,031-602-7500
서울청정신건강의학과의원,의원,서울특별시 서초구 강남대로 403 5층 2호 (서초동),,37.4904509,127.0305252,031-602-7500
서울탑정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 389 3층 302호 (정자동, 폴라리스2 )",,37.359783,127.1298405,031-716-2082
서울탑정신건강의학과의원,의원,서울특별시 성북구 월계로 4 5층 (하월곡동),,37.6091333,127.0309947,031-716-2082
서울탑정신건강의학과의원,의원,"서울특별시 서초구 반포대로 287 336~337호 (반포동, 래미안퍼스티지중심상가)",,37.5044951,127.0007548,031-716-2082
서울탑정신건강의학과의원,의원,"서울특별시 관악구 관악로 168 (봉천동, 대우슈페리움2단지)",,37.4802665,126.9531416,031-716-2082
서울탑정신건강의학과의원,의원,"서울특별시 송파구 올림픽로 114 (잠실동, 서경빌딩 5층)",,37.5113715,127.0831519,031-716-2082
서울탑정신건강의학과의원,의원,"서울특별시 마포구 마포대로 68 (도화동, 마포아크로타워)",,37.5413152,126.9489731,031-716-2082
서울탑정신건강의학과의원,의원,제주특별자치도 제주시 1100로 3321 303호 (노형동),,33.4828293,126.4805177,031-716-2082
서울특별시 동부병원,종합병원,서울특별시 동대문구 무학로 124 (용두동),,37.5753425,127.031536,0502-595-2875
서울특별시 동부병원,공립,서울특별시 동대문구 무학로 124,,37.5753425,127.031536,0502-595-2875
서울특별시 북부병원,공립,서울특별시 중랑구 양원역로 38,,37.6043319,127.1076979,02-433-0788
서울특별시 북부병원,병원,서울특별시 중랑구 양원역로 38 (망우동),,37.6043319,127.1076979,02-433-0788
서울특별시 서남병원,공립,서울특별시 양천구 신정이펜1로 20(신정동),,37.5118952,126.8331574,
서울특별시 서북병원,공립,서울특별시 은평구 갈현로7길 49 ,,37.6043078,126.9037143,041-581-4276
서울특별시 서울의료원,공립,서울특별시 중랑구 신내로 156,,37.6129812,127.0979689,02-593-8275
서울특별시 어린이병원,공립,서울특별시 서초구 헌릉로 260,,37.4554103,127.0692786,031-378-3344
서울특별시 용인정신병원,공립,경기도 용인시 기흥구 중부대로 940,,37.2500446,127.1563536,02-592-0950
서울특별시 은평병원,공립,서울특별시 은평구 백련산로 90,,37.5938708,126.9237006,02-6954-7700
서울특별시보라매병원,공립,서울특별시 동작구 보라매로5길 20,,37.4937715,126.9242962,02-874-6590
서울특별시보라매병원,종합병원,서울특별시 동작구 보라매로5길 20 (신대방동),,37.4937715,126.9242962,02-874-6590
서울특별시서남병원,종합병원,서울특별시 양천구 신정이펜1로 20 (신정동),,37.5118952,126.8331574,02-2607-2875
서울특별시서북병원,병원,서울특별시 은평구 갈현로7길 49 (역촌동),,37.607074,126.9114516,041-581-4276
서울특별시서울의료원,종합병원,서울특별시 중랑구 신내로 156 (신내동),,37.6129812,127.0979689,02-593-8275
서울특별시어린이병원,병원,서울특별시 서초구 헌릉로 260 (내곡동),,37.4554103,127.0692786,031-378-3344
서울특별시은평병원,병원,서울특별시 은평구 백련산로 90 (응암동),,37.5938708,126.9237006,02-6954-7700
서울현정신건강의학과의원,의원,서울특별시 동대문구 이문로 98 3층 (이문동),,37.59549730000001,127.0598688,02-2654-7582
서울홍정신건강의학과의원,의원,경기도 광명시 오리로 870 스타힐스빌딩 3층 (철산동),,37.476062,126.8659522,02-2060-5300
서울희망정신건강의학과의원,의원,"경기도 광명시 오리로 637 (하안동, 청목빌딩 )",,37.4597864,126.8667011,02-6925-3666
서원벽신경정신과의원,의원,인천광역시 미추홀구 미추홀대로 634 (주안동),,37.4538793,126.6802813,032-432-9911
서인병원,기초정신건강복지센터,강원도 양구군 양구읍 관공서로42 보건소4층,www.ygcmhc.or.kr,38.1099202,127.9900006,031-675-7567
서일석정신건강의학과의원,의원,부산광역시 부산진구 새싹로 39 (부전동),,35.1642142,129.0616375,051-818-7671
서진복지재단,중독관리통합지원센터,"서울특별시 도봉구 방학로 53, 백윤빌딩 2층",www.dbalcohol.or.kr,37.6625333,127.046384,02-902-3254
서진복지재단,기초정신건강복지센터,인천광역시 부평구 삼산동 평천로447 ,www.ssmhc.or.kr,37.5178556,126.7401199,02-902-3254
서천군 정신건강복지센터,기초정신건강복지센터,충청남도 서천군 서천읍 사곡길 26,,36.0822238,126.6896553,전화번호 없음
서천군보건소,보건소,충청남도 서천군 서천읍 사곡길 26 ,,36.0822238,126.6896553,041-952-4320
서초구 정신건강복지센터,기초정신건강복지센터,서울특별시 서초구 염곡말길 9 느티나무쉼터 3층,www.scgmhc.or.kr,37.4617774,127.050717,02-586-2667
서초구보건소,보건소,서울특별시 서초구 남부순환로 2584 ,,37.48374260000001,127.0325868,02-2155-8170
서초아이존,정신재활시설,서울특별시 서초구 방배로173 지하1층,www.scaizone.or.kr,37.4890352,126.9921813,전화번호 없음
서초열린세상,정신재활시설,"서울특별시 서초구 신반포로33 길22, 반포종합사회 복지관410호",www.seochomind.or.kr,37.5099042,127.0110215,02-3477-9817
서촌정신건강의학과의원,의원,서울특별시 종로구 효자로7길 14 1층 (통의동),,37.5788625,126.9730541,02-730-7352
서희,정신재활시설,경기도 수원시 팔달구 동말로47번길 33-1,www.seoheefare.kr,37.27996690000001,126.998633,031-227-3846
석계정신과의원,의원,서울특별시 노원구 화랑로 321 건안빌딩 4층 (월계동),,37.6146693,127.0635154,02-914-9361
석산정신건강의학과의원,의원,경기도 안산시 단원구 고잔로 76 영풍빌딩 306호 (고잔동),,37.3187816,126.8348946,055-382-6636
석정웰파크병원,병원,전라북도 고창군 고창읍 석정2로 147 (),,35.4313471,126.7376724,063-562-3718
선릉김정신과의원,의원,"서울특별시 강남구 테헤란로 410 (대치동, 금강타워 502호)",,37.5045497,127.0507308,563-6661
선일정신건강의학과의원,의원,서울특별시 서초구 방배로 215 3층 (방배동),,37.4923917,126.9903647,02-593-3997
선재원,정신재활시설,충청남도 천안시 동남구 청수7로 9-4,,36.7835605,127.1604725,전화번호 없음
선정신건강의학과의원,의원,서울특별시 강서구 강서로 259 (내발산동),,37.5524944,126.8333061,02-3664-9119
선정신과의원,의원,"서울특별시 노원구 동일로204가길 34 307호 (중계동, 씨앤미복합빌딩)",,37.6407489,127.0682363,02-948-4482
섭리가정,정신재활시설,"대전광역시 서구 관저로83, 신선마을아파트 205동 201호",www.suprihome.or.kr,36.2997858,127.3325319,032-773-0665
섭리그룹홈,정신재활시설,"대전광역시 서구 관저로 48, 구봉마을 704동 101호",blog.naver.com/suprigrouphome,36.2975623,127.3285086,전화번호 없음
섭리행복가정,정신재활시설,"대전광역시 서구 관저로 48, 구봉마을 702동 309호",www.suprihome.or.kr,36.2975623,127.3285086,전화번호 없음
성가롤로병원,종합병원,전라남도 순천시 순광로 221 (조례동),,34.96471,127.5431309,061-742-6288
성가신경과정신과의원,의원,인천광역시 남동구 남동대로 889 (간석동),,37.4655363,126.7072025,423-3322
성가정신건강의학과의원,의원,"경상남도 창원시 의창구 원이대로 587 (용호동, 정우상가)",,35.2284204,128.6794995,044-867-5357
성가정신건강의학과의원,의원,세종특별자치시 조치원읍 새내로 97 5층 1호,,36.6003728,127.2980352,044-867-5357
성남사랑의병원,중독관리통합지원센터,경기도 성남시 수정구 수정로 218 수정구보건소 5층,www.snac.or.kr,37.4443074,127.1441357,031-8017-9947
성남시 분당구보건소,보건소,경기도 성남시 분당구 양현로 306 ,,37.4110008,127.1245953,031-729-4240
성남시 수정구보건소,보건소,경기도 성남시 수정구 수정로 218,,37.4443521,127.144085,031-736-0150
성남시 중원구보건소,보건소,경기도 성남시 중원구 금상로 137 ,,37.4419702,127.1706104,031-729-3930
성남시의료원,종합병원,경기도 성남시 수정구 수정로171번길 10 성남시의료원 (태평동),,37.4448723,127.138907,031-721-8990
성남시자살예방센터,자살예방센터,경기도 성남시 수정구 수정로 218 수정구보건소 5층,www.smhc.or.kr,37.4443074,127.1441357,전화번호 없음
성남제일정신건강의학과의원,의원,"경기도 성남시 수정구 수정로 140 2,3층 (수진동)",,37.4418347,127.1356664,031-757-8100
성동구보건소,보건소,서울특별시 성동구 마장로 23길 10 ,,37.5670784,127.0331137,02-2286-7110
성동병원,기초정신건강복지센터,"대구광역시 북구 성북로 43, 4층",www.eosmhc.or.kr,35.8913746,128.5884648,02-2299-7575
성모 다움,정신재활시설,서울특별시 성동구 청계천로 506 성동종합사회복지관 4층,www.smcmh.or.kr,37.5701968,127.033441,전화번호 없음
성모공감정신건강의학과의원,의원,경기도 시흥시 수인로 3366 삼영아트빌 5(일부)층 (신천동),,37.4408749,126.7849637,031-8042-3535
성모나무정신건강의학과의원,의원,서울특별시 노원구 화랑로 337 3층 303호 (월계동),,37.6302388,127.0591176,02-6925-0002
성모누리정신건강의학과,의원,서울특별시 중랑구 면목로 299 3층 (면목동),,37.5792267,127.0866745,02-6952-5222
성모더오정신건강의학과의원,의원,"부산광역시 해운대구 세실로 75 5층 (좌동, 일진빌딩)",,35.1712147,129.1767455,051-703-7555
성모라움정신건강의학과의원,의원,경기도 안양시 동안구 경수대로 428 403-406호 (호계동),,37.3622599,126.9625203,031-427-4119
성모라이프정신건강의학과의원,의원,서울특별시 광진구 광나루로 604 진넥스 베르디엠 201호 (구의동),,37.5415728,127.0949101,02-457-0550
성모마음정신과의원,의원,서울특별시 중랑구 동일로 903 2~5층 (묵동),,37.6108892,127.0773127,02-972-5013
성모사랑정신건강의학과의원,의원,경기도 의정부시 청사로 37 신세계프라자 604호 (금오동),,37.7515127,127.0698654,031-928-6020
성모샘병원,병원,"서울특별시 도봉구 도봉로 683 5,6,7층 (방학동)",,37.66557299999999,127.0421697,042-485-2220
성모숲정신건강의학과의원,의원,"서울특별시 동작구 사당로 300 215호 (사당동, 이수자이)",,37.4843975,126.9804278,02-522-0521
성모신경정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 926 510호 (야탑동, 메트로빌딩)",,37.4125286,127.1292647,708-0353
성모신경정신과의원,의원,대구광역시 동구 아양로 48 (신암동),,35.8817906,128.6193446,031-439-1022
성모연정신건강의학과의원,의원,"서울특별시 구로구 경인로67길 23 301-2호 (신도림동, 신도림2차푸르지오)",,37.51302889999999,126.8821774,02-2038-7785
성모정신건강의학과의원,의원,전라남도 목포시 영산로 325 1층 (용당동),,34.8060339,126.4011028,031-439-1022
성모정신건강의학과의원,의원,서울특별시 강남구 테헤란로87길 13 6층 (삼성동),,37.5086379,127.0586148,031-439-1022
성모정신건강의학과의원,의원,충청북도 청주시 상당구 청남로 2200 5층 (석교동),,36.6278176,127.491403,031-439-1022
성모정신건강의학과의원,의원,대전광역시 동구 대전로 779 (원동),,36.3291456,127.4334991,031-439-1022
성모정신건강의학과의원,의원,대전광역시 중구 동서대로 1218 3층 (태평동),,36.3254682,127.3952744,031-439-1022
성모정신건강의학과의원,의원,충청남도 논산시 해월로 163 3층 (반월동),,36.2051496,127.0847679,031-439-1022
성모정신과의원,의원,경기도 광주시 중앙로 130 3층 (경안동),,37.41132169999999,127.2577529,031-708-0353
성모정신과의원,의원,서울특별시 영등포구 영중로 51-1 10층 (영등포동6가),,37.5209423,126.9046112,031-708-0353
성모정신과의원,의원,경기도 의정부시 태평로 110 (의정부동),,37.7423552,127.051773,031-708-0353
성모행복정신건강의학과의원,의원,서울특별시 송파구 양산로 42 성보빌딩 3층 (거여동),,37.4926106,127.1444879,02-6930-5777
성모휴정신건강의학과의원,의원,서울특별시 도봉구 도봉로 551 (쌍문동),,37.6533557,127.0271003,02-949-1966
성모힐정신건강의학과의원,의원,"서울특별시 강남구 강남대로 328 강남역 쉐르빌 2층 208,209호 (역삼동)",,37.4923581,127.0307076,032-326-0306
성부정신수양원,정신요양시설,대구광역시 북구 복현로 34길 18-17,www.sb.go.kr,35.9033855,128.6213511,전화번호 없음
성북구 정신건강복지센터,기초정신건강복지센터,서울특별시 성북구 화랑로 63,www.sbcmhc1.or.kr,37.6026926,127.0395344,
성북구보건소,보건소,서울특별시 성북구 화랑로 63 ,,37.6026926,127.0395344,02-2241-6241
성북구자살예방센터,자살예방센터,"서울특별시 성북구 오패산로 21, 4층",www.salja.or.kr,37.6045618,127.0364666,02-916-9118
성북아이정신건강의학과의원,의원,서울특별시 성북구 동소문로20가길 12 (동선동1가),,37.5922936,127.0171787,922-7582
성북우리아이들병원,병원,서울특별시 성북구 동소문로46길 10 (하월곡동),,37.6047727,127.0437748,02-912-0100
성산정신요양원,정신요양시설,전라남도 무안군 삼향읍 유교길 101,www.ss.ajwelfare.or.kr,34.850128,126.4401551,061-282-3188
성서정신과의원,의원,대구광역시 달서구 계대동문로 120 4층 (이곡동),,35.8549105,128.5055179,053-582-7733
성신병원,병원,서울특별시 강북구 도봉로 181 (미아동),,37.6249464,127.0263162,02-805-1261
성심병원,병원,경상북도 안동시 정백이골길 36-15 (안막동),,36.5844709,128.7349219,031-356-2381
성심의료재단강동성심병원,종합병원,서울특별시 강동구 성안로 150 (길동),,37.5361234,127.1352442,02-2224-2165
성심정신건강의학과의원,의원,충청남도 보령시 중앙로 15 (동대동),,36.345884,126.5984945,031-213-2548
성심정신건강의학과의원,의원,충청남도 아산시 온천대로 1472 3층 (온천동),,36.781674,127.0011415,031-213-2548
성안드레아병원,기초정신건강복지센터,경기도 이천시 이섭대천로1119 이천상공회의소 2층 ,www.imhc.co.kr,37.270496,127.4452936,전화번호 없음
성애원,정신요양시설,울산광역시 울주군 남명리1길 34-48,www.sungaewon.com,35.7122593,129.2066748,031-635-0156
성애의료재단 성애병원,종합병원,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",,37.5119571,126.9223932,02-840-7114
성은의료재단 연산병원,기초정신건강복지센터,"부산광역시 연제구 연제로 2, 연제구보건소 2층",www.ymhc.or.kr,35.1768327,129.0791413,051-866-5050
성일유엔아이,정신재활시설,전라북도 남원시 사매면 춘향로 822-129,www.visionsungil.co.kr,35.4759264,127.3691499,063-634-2345
성주군 정신건강복지센터,기초정신건강복지센터,경상북도 성주군 성주읍 성밖숲길 12,www.sj.go.kr,35.917163,128.2788793,054-933-7100
성주군보건소,보건소,경상북도 성주군 성주읍 성밖숲길 12 ,,35.917163,128.2788793,054-932-5336
성주제일병원,병원,경상북도 성주군 성주읍 성주순환로 274 성주제일병원,,35.9190378,128.2917594,054-933-1075
성지드림빌,정신요양시설,충청남도 논산시 연산면 한전2길 45-14,www.sjdreamvill.com,36.2048653,127.1865066,041-735-0307
성지병원,병원,서울특별시 금천구 가산로 122 (가산동),,37.476546,126.8929109,031-253-2800
세광병원,병원,울산광역시 울주군 삼남면 반구대로 15 (),,35.4993596,129.0910125,031-373-0777
세광정신요양원,정신요양시설,경기도 용인시 처인구 백암면 용천로 71번길 54,www.sk-welfare.or.kr,37.12123649999999,127.36564,031-321-9708
세림서울정신건강의학과의원,의원,"서울특별시 강남구 학동로 423 207호 (청담동, 청우빌딩)",,37.518455,127.0466265,02-511-7570
세움공동체,정신재활시설,충청남도 계룡시 엄사면 번영8길 15-2,,36.2881301,127.2338635,032-811-7575
세잎클로버,정신재활시설,대구광역시 동구 해동로 8길 41(지저동),homeclover.net,35.8947432,128.6356034,041-672-8063
세종숲정신건강의학과의원,의원,세종특별자치시 도움3로 105-5 종촌 중앙프라자 605호 (종촌동),,36.504743,127.2494236,044-865-7560
세종쉼정신건강의학과의원,의원,"세종특별자치시 한누리대로 583 503호 (도담동, 도담센트럴프라자)",,36.5195359,127.2618503,044-864-1181
세종정신건강의학과의원,의원,서울특별시 동작구 사당로 220 3층 (사당동),,37.4839277,126.9722115,044-864-1181
세종정신과의원,의원,대전광역시 중구 보문로 302 (선화동),,36.3292773,127.4205467,02-596-0596
세종특별자치시보건소,보건소,세종특별자치시 조치원읍 건강길 16,,36.605546,127.2964812,044-301-2151
세중정신과의원,의원,경기도 의정부시 둔야로17번길 22 (의정부동),,37.7376181,127.0384243,031-871-6258
세친구,정신재활시설,경기도 부천시 송내대로 42번길 62 나동 410호,www.threefriends.or.kr,37.4867845,126.757185,031-224-2479
세화정신건강의학과의원,의원,서울특별시 중랑구 면목로 456 한성빌딩 3층 (면목동),,37.5925685,127.0869018,02-439-5524
소담,정신재활시설,"서울특별시 강북구 한천로 166길 30, 3층(수유동)",sodam.ezbuilder.co.kr/h/,37.6476601,127.0185793,031-8059-0704
소망나래,정신재활시설,충청북도 청주시 서원구 수영로59번길 18-1(수곡동),www.somangnarae.co.kr,36.6165505,127.4927161,010-5314-7897
소망나무,정신재활시설,서울특별시 광진구 능동로 50길 8 2층,www.hopecenter.co.kr,37.5639461,127.0837106,033-375-7177
소망의집,정신요양시설,인천광역시 서구 심곡로 132번길 22,www.somang1004.or.kr,37.5451433,126.6853895,032-886-0201
소망의집,정신재활시설,대전광역시 서구 실미길 116(우명동),www.e-somang.net,36.2231758,127.2994784,032-886-0201
소망의집,정신재활시설,전라북도 진안군 진안읍 원반월안길 39-2,http://cafe.naver.com/jinansm,35.760837,127.4406114,032-886-0201
소망정신건강의학과의원,의원,"대전광역시 중구 중앙로137번길 31 지하1,1,3~5층 (선화동)",,36.3294143,127.4238486,02-3463-7793
소망정신건강의학과의원,의원,서울특별시 서초구 효령로 260 서초빌딩 4(일부)층 (서초동),,37.4840646,127.0126277,02-3463-7793
소망홈,정신재활시설,서울특별시 광진구 천호대로 113길 29,www.somanghome.kti114.net,37.5585011,127.0836124,055-374-2870
소명,정신재활시설,충청남도 천안시 동남구 양지4길 47,,36.8112138,127.1370858,031-372-9052
소민정신건강의학과의원,의원,"서울특별시 강남구 영동대로 602 3층 304호 (삼성동, 삼성동미켈란107)",,37.5145426,127.0606852,02-548-0868
소운정신건강의학과의원,의원,"경기도 성남시 분당구 서현로210번길 2 305호 (서현동, 성지하이츠텔)",,37.3868094,127.1254602,703-7820
소정정신건강의학과의원,의원,서울특별시 성동구 아차산로 42 정명빌딩 8층 (성수동1가),,37.5464424,127.0491136,031-922-0276
소중한사람들,정신재활시설,경상북도 칠곡군 왜관읍 금남5길 60,http://simonmh.co.kr,35.9260335,128.4132719,031-582-0191
소중한아이정신건강의학과의원,의원,"경기도 부천시 길주로 91 215호 (상동, 비잔티움)",,37.5063543,126.752532,070-4451-5071
소화누리,정신요양시설,광주광역시 남구 용대로74번길 27,www.sohwaj.or.kr,35.1225553,126.9204039,070-4458-2474
소화햇살둥지,정신재활시설,"광주광역시 남구 봉선1로 86, 모아아파트 102동 817호",www.sohwaj.or.kr,35.1271284,126.915272,062-676-4033
속초보광병원,종합병원,강원도 속초시 중앙로 11 11,,38.1981517,128.5784004,033-632-6458
속초시보건소,보건소,강원도 속초시 수복로 36 ,,38.1961568,128.575905,033-631-4000
속초시정신건강복지센터,기초정신건강복지센터,강원도 속초시 중앙로17번길 6 (교동) ,http://skcmhc.or.kr/,38.1987677,128.5789238,033-636-1199
손정신건강의학과의원,의원,광주광역시 북구 임방울대로 1063 6층 (신용동),,35.2119283,126.8735372,02-918-7581
손정신건강의학과의원,의원,부산광역시 해운대구 재반로 86 3층 (재송동),,35.1863892,129.1257572,02-918-7581
손정신건강의학과의원,의원,"경기도 수원시 팔달구 정조로 762 (팔달로3가, 삼원빌딩 3층)",,37.2762007,127.0155575,02-918-7581
손정신과의원,의원,경상북도 경주시 화랑로 115 3층 (동부동),,35.8447581,129.2135597,02-529-7599
솔마음정신건강의학과의원,의원,대전광역시 중구 대종로 485 2층 (대흥동),,36.3276628,127.4261789,223-7582
송광정신재활센터,정신재활시설,광주광역시 광산구 우산로 17,www.gjw.or.kr/songgwang/,35.1595029,126.8028164,전화번호 없음
송국클럽하우스,정신재활시설,부산광역시 해운대구 우동1로 57 대영빌딩 2.3층,songguk.tistiory.com,35.1665964,129.1574881,051-747-0578
송도메이정신건강의학과의원,의원,인천광역시 연수구 송도국제대로 157 오네스타 6층 A-606호 (송도동),,37.3809064,126.6566628,032-815-7557
송동호정신건강의학과의원,의원,"경기도 고양시 덕양구 화신로272번길 58 406호 (화정동, 영프라자빌딩)",,37.6336536,126.8321166,031-971-5551
송마음정신건강의학과의원,의원,대구광역시 달서구 달구벌대로 1545 골든뷰 메디타워 602호 (죽전동),,35.850326,128.5360651,053-522-6688
송상길신경정신과의원,의원,부산광역시 부산진구 양지로11번길 33 (양정동),,35.1706039,129.0709383,전화번호 없음
송성민정신건강의학과의원,의원,"경상남도 창원시 마산합포구 합포로 74-1 (오동동, 농협)",,35.2085943,128.5796547,055-245-0028
송신경정신과의원,의원,서울특별시 종로구 인사동5길 25 하나로빌딩 401호 (인사동),,37.5720865,126.9854332,031-501-1480
송원정신요양원,정신요양시설,경상남도 양산시 하북면 양산대로 1870-63,www.song-won.co.kr,35.4303727,129.0714706,055-375-1799
송이네집,정신재활시설,서울특별시 광진구 능동로 48 가길 7-11,,37.5626973,127.0856917,061-654-7035
송인제정신과의원,의원,부산광역시 중구 구덕로 90 (남포동6가),,35.09722,129.0269965,051-241-7577
송정신건강의학과의원,의원,"경기도 안산시 상록구 상록수로 54 303호 (본오동, 대동빌딩)",,37.3021916,126.8659442,02-2605-1005
송정중정신과의원,의원,"경기도 고양시 일산서구 중앙로 1437 401,512호 (주엽동, 화성프라자)",,37.6700469,126.7605075,031-918-7576
송주연정신건강의학과의원,의원,"서울특별시 양천구 목동로 203 4층 (신정동, 로데오빌딩)",,37.5267287,126.8638048,02-2605-1005
송지영정신건강의학과의원,의원,서울특별시 동대문구 회기로 154 2층 (회기동),,37.59098850000001,127.0532362,전화번호 없음
송추정신병원,기초정신건강복지센터,경기도 양주시 삼숭로 61번길10,www.yjgreenmind.com,37.7996388,127.1006898,031-826-1300
